question1,question1_senti,question2,question2_senti,diff_senti,Corelation_API,Corelation_tfidf,is_duplicate
Are there People who are willing to give free lectures or conduct free workshop in India colleges?,0.991129214,"Almost two weeks in on Prozac, why do I still feel antisocial and still don't want to go to events? Why does my social behavior and mood change daily?",0.016138993,0.974990221,0.653678582,0,0
What's the best way to start learning robotics?,0.964926066,What is the best way to start robotics? Which is the best development board that I can start working on it?,0.984462562,0.019536496,0.913914984,0.708488884,0
Why do people hate Hillary Clinton?,0.004018059,What are the reasons that people dislike Hillary Clinton?,0.746052366,0.742034307,0.915220797,0.552125897,1
Why are women who are on their periods are regarded as 'unclean' such that they are prevented in taking an actived part in rituals (Hinduism)?,0.75966499,"Why is it always expected that a woman should take care of housework, children and cooking (especially in Indian culture)? Are these activities the responsibility of women alone? Why do men not share equally in such work?",0.798234212,0.038569222,0.796965625,0.139452951,0
"If atheism is the lack of belief in gods, what is the term for the belief that there is no god?",0.117170668,"Is atheism the lack of belief in gods, or a claim that god does not exist?",0.195028776,0.077858108,0.962936295,0.826350689,0
What is it like to be Jack Dorsey?,0.5,What is Jack Dorsey like?,0.5,0,0.975529499,1,0
What are the best quotes/lessons of the Assassin's Creed series?,0.928173764,Which assassin has the best robes in Assassin's Creed?,0.875129804,0.05304396,0.762406741,0.602678996,0
"Do inkjet printers use color ink when printing black and white documents? If so, why?",0.5,"If CMYK printers create black by using colored ink and only complementing with black ink, why do shops charge more for color prints?",0.914729029,0.414729029,0.907497598,0.594221054,0
Why is creativity important?,0.912366206,Why creativity is important?,0.904341222,0.008024984,1,1,1
If Hillary Clinton could not continue her Presidential campaign how would the Democratic Party choose a new candidate?,0.881662724,If Hillary Clinton can no longer serve as the Democratic nominee how would her successor be chosen?,0.826945147,0.054717577,0.924084996,0.255641261,1
How headphones work as an Antenna to play FM radio channels on Mobile phones? Why mobile companies doesn't install the same inbuilt Antenna on phones to be able to play FM without the headphones?,0.141118009,Why don't phones have a built-in FM antenna?,0.040297919,0.10082009,0.855411745,0.570399592,0
What are the best career growth technologies for automation engineers apart from automation tools?,0.988513872,Himalayan or Duke KTM 200 for touring?,0.5,0.488513872,0.113365418,0,0
What are the disadvantages of listing a company in NSE?,0.253718466,What are the benefits of listing a company in NSE?,0.833779107,0.580060641,0.9354293,0.77973153,0
How many derivatives of an object's position with respect to time have to be continuous?,0.918643078,When does drawing become fun?,0.5,0.418643078,0.45112098,0,0
Is the neutron star made up of?,0.5,Is the neutron star made up of only neutrons?,0.5,0,0.943349533,0.949130218,1
I got a 3.8 GPA. Is it enough to get into top universities like Harvard?,0.973355145,Is a 3.8 GPA sufficient to get into a top school?,0.929912384,0.043442761,0.837849246,0.430529869,1
What is a profitable way to trade binary options?,0.861554522,What is binary options trading?,0.5,0.361554522,0.895524889,0.833924224,0
How do I utilize free time to avoid depression?,0.094147209,Can a person graduating from IIMs like LIK and even the new IIMs like Ranchi and Trichy ever catch up to the graduates from ABC and get a similar package?,0.5,0.405852791,0.328245318,0,0
How can I learn computer security?,0.73381883,How can I get started to learn information security?,0.5,0.23381883,0.908302616,0.567690755,1
How do I earn from Quora?,0.5,Can I earn money on Quora?,0.5,0,0.925424989,0.801633415,1
What is my puk code?,0.5,What's the PUK for TF64SIMC4?,0.5,0,0.847443411,0.551688299,1
How can I find job in Japan?,0.5,How can I find an IT job in Japan?,0.5,0,0.989768724,1,0
"What are some examples of sentences using the word ""hysteria""?",0.877612427,What is the best home wireless network setup and expected speeds?,0.860274971,0.017337456,0.312121282,0,0
Will there be another billion dollar lottery Jackpot?,0.5,When will the lottery reach the next billion dollar jackpot?,0.865889966,0.365889966,0.96621563,0.833871506,1
How scary is it to drive on the road to Hana given all of the turns?,0.111518506,Do I need a four-wheel-drive car to drive all the way on the Road to Hana?,0.290698237,0.179179731,0.844543787,0.54086448,0
How do I create a new shell in a new terminal using C programming (Linux terminal)?,0.953832143,How do I create a new Terminal and new shell in Linux using C programming?,0.953607552,0.000224591,0.967374838,0.949221003,1
Does cognition affect perception?,0.5,Does cognitive strain affect digestion?,0.273885945,0.226114055,0.64128523,0.505710031,0
How TQWL is different from CKWL (Tatkal waiting list)?,0.5,I have made a railway reservation but got it on the Tatkal waiting list. Will I get a refund if I cancel it?,0.103748843,0.396251157,0.723748984,0.378567534,0
How can we make the world a better place to live in for the future generations?,0.934610938,What can I do to make the world a better place?,0.955705765,0.021094827,0.867399094,0.694180385,1
How many Champions are there in League of Legends?,0.862998588,Who is the best LoL (League of Legends) champion?,0.995003959,0.132005371,0.755440733,0.751133373,0
Is drinking 4 liters of water each day unhealthy?,0.5,How many liters of water should I drink if I run 5kms daily?,0.5,0,0.771458249,0.458982045,0
"Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Prespa?",0.947922403,"Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Como?",0.931113823,0.01680858,0.958451048,0.855610584,0
Do porn stars watch porn?,0.738131764,How can I book Ronda Rousey to star in an adult movie?,0.5,0.238131764,0.656512648,0.130637214,0
"Trump supporters, how do you feel about the way he's walking back his promises?",0.5,Do Trump supporters now expect the president to live up to his promises he so forcefully sold them on?,0.863317074,0.363317074,0.900098764,0.4150285,0
Why are we worried about others' opinions?,0.227988618,Why do we care for others' opinion and about what others think about us?,0.95284865,0.724860032,0.931644546,0.390876185,1
How do you potty train a 4 months Pitbull?,0.5,How do I potty train my two-month-old Labrador pup?,0.5,0,0.773651219,0.500542828,1
"If I jump rope for five minutes, how many calories will I use?",0.5,What's the best way to jump rope?,0.932199718,0.432199718,0.739398464,0.593038989,0
Which online test series is best for GATE 2017 in CS stream?,0.891544505,Which test series is the best for GATE computer science stream?,0.899476548,0.007932043,0.872051937,0.670662599,1
What is the best material for understanding algorithmic analysis by a newbie?,0.984967204,What math does a complete newbie need to understand algorithms for computer programming? What books on algorithms are suitable for a complete beginner?,0.9055956,0.079371604,0.848544832,0.50676547,0
What is the temperament of a Bullmastiff/Husky mix?,0.5,What is the temperament of a Corgi-Husky mix?,0.5,0,0.75259738,0.620324917,0
"There are 8 balls. 7 of them weigh the same. 1 of them has a different weight, (you don't know if it's heavier or lighter). How do you find the odd ball with 2 weighs?",0.075251286,"How many 4 digit numbers can be formed by using 0, 1, 2, 3, 4, 5, 6, and 7? How many of them are between 4000 and 6000?",0.5,0.424748714,0.656752419,0,0
"In the play ""A Raisin in the Sun"", why do Walter ad Beneatha argue?",0.76104817,"In ""A Raisin in the Sun"", why do Walter and Beneatha argue?",0.294324914,0.466723256,0.96149536,0.925976971,1
What are the signs of an ultra smart person playing dumb?,0.988306232,What are signs of ultra smart people hiding their intelligence?,0.864000623,0.124305609,0.814090674,0.593545889,1
If dark energy is created with expansion can infinite of it be created?,0.942933589,"If energy is not conserved in an expanding universe, is potential energy infinite (the energy that can be created is infinite)?",0.998224229,0.05529064,0.872450011,0.568657425,1
How do you get a book published?,0.5,What are the good ways to write and publish a book?,0.751984474,0.251984474,0.852892754,0.680597442,0
Who is disrupting Bloomberg?,0.5,Who will disrupt Bloomberg?,0.5,0,0.897618923,0.959383961,1
Why can flash run so fast?,0.5,The Flash (DC character): How fast can the Flash run a mile?,0.757947644,0.257947644,0.801736692,0.766801707,0
"What is the best way to invest $500 legally so that I can get tangible profits over a relatively short period of time, say 6 months?",0.991261941,How can I best invest ₹5000 over the next 6 months?,0.899273046,0.091988895,0.814565676,0.266509961,0
How will the implementation of GST bill impact the lives of common people?,0.5,What exactly is GST bill and how exactly will it affect the common people?,0.801447288,0.301447288,0.771551617,0.510910632,1
How can you recover your Gmail password?,0.5,"I do not remember my password to my Gmail account, how can I recover my account?",0.222480914,0.277519086,0.839815195,0.665359713,1
How accurately can a mental illness can be diagnosed?,0.115177225,How can I accurately diagnose and medicate my mental illness?,0.794819199,0.679641974,0.834507082,0.914243628,1
Is knee pain in a 20 year old girl normal?,0.039813606,Is it normal for a 14 year old girl to be spitting up blood?,0.5,0.460186394,0.805874663,0.393410254,0
What are the qualities of a good leader?,0.5,What are some good qualities of a leader?,0.5,0,0.992837294,1,1
"What is the difference between bay, gulf and straits?",0.5,What exactly is the difference between a sea and a bay?,0.5,0,0.796702006,0.353596251,0
Will Modi win in 2019?,0.903690803,Can Narendra Modi become Prime Minister of India in 2019?,0.5,0.403690803,0.63577826,0.513137863,1
How can I open DMart store in India? Is there any franchise for that?,0.5,How do I get reliance digital store franchise?,0.5,0,0.882822651,0.429221884,0
What are the best YouTube channels to learn medicine?,0.901369593,What are some of the best YouTube channels for learning Git?,0.96212706,0.060757467,0.870366122,0.609363118,0
Did Swami Vivekananda ever eat non-veg or egg during his journey around the world?,0.5,Why don't most of the Hindus eat non-veg?,0.151876892,0.348123108,0.660748822,0.432456758,0
